חותמת זמן,איזה סוג ספורט תחרותי/קבוצתי אתה משחק בתדירות הגבוהה ביותר? (ניתן לבחור כמה),גיל,מין,אזור,"באיזו תדירות אתה משחק ספורט תחרותי או קבוצתי (כדורגל, כדורסל, פאדל טניס וכו')?",עד כמה חשוב לך לדעת אם אתה משתפר לאורך זמן?,מה אתה עושה היום כדי לעקוב אחרי הביצועים שלך? (ניתן לבחור כמה),מה הכי חסר לך כשאתה מסיים אימון או משחק מול חברים? (ניתן לבחור כמה),אם הייתה אפליקציה שנותנת לך דירוג אמיתי ובונה לך כרטיס שחקן עם סטטיסטיקות כמה סביר שהיית מתקין אותה?,"אם הייתה אפליקציה כזאת, זה היה מעלה לך את המוטיבציה לעשות ספורט?",באיזו פלטפורמה אתה בעיקר משתמש היום כדי לקבוע משחקים או למצוא שחקנים?,"מה המידע שהכי חסר לך כדי לצאת מהבית לשחק במגרש ציבורי? (לא חובה ניתן לבחור כמה)
","כשמתחשק לך פתאום לצאת לשחק עכשיו, עד כמה קשה לך למצוא שחקנים ברמה שלך?","אם הייתה לך גישה לקלף שחקן דיגיטלי מעוצב שכולל את ציון ה""אוברול"" שלך והסטטיסטיקות, האם היית משתף אותו ברשתות החברתיות (סטורי, וואטסאפ)?","מה ה""פיצ'ר חלומות"" שהיה גורם לך לפתוח אפליקציית ספורט כזו לפני או אחרי כל משחק?","האם היית מוכן לשלם עבור אפליקציה שתספק לך דירוג מדויק מול אחרים וניתוחי AI על הביצועים שלך (pace, shooting לדוגמא)?",עד כמה היית מעוניין להשתמש במערכת שתתעד באופן אוטומטי את תוצאת המשחק וסרטוני ההיילייטס במגרש הציבורי?,דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [דירוג אישי (Overall score)],"דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סטטיסטיקות ספציפיות (מהירות, מרחק, קליעות, שערים)]",דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סרטוני היילייטס ],דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [הכרה חברתית / פרסים]
06/04/2026 00:37:48,כדורסל,19-25,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",2,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 00:37:57,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,3,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 00:41:34,כדורסל,19-25,זכר,תל אביב והמרכז,כמעט ולא משחק כרגע,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,קבוצות פייסבוק,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 00:55:33,כדורגל,36-45,זכר,חיפה והצפון,פעם בכמה שבועות,3,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, שום דבר, אני נהנה גם ככה",2,2,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),5,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,1,חשוב מעט,חשוב מעט,חשוב מאוד,חשוב מעט
06/04/2026 01:10:48,כדורסל,19-25,זכר,חיפה והצפון,כמעט ולא משחק כרגע,4,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",2,2,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 01:11:09,כדורסל,26-35,זכר,אזור השרון,1-2 פעמים בשבוע,4,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,אין לי רשתות חברתיות / לא מעלה כלום,מעקב אחרי משחק שהגדרתי בו כמה יעדים לשיפור,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מעט
06/04/2026 01:16:47,"כדורסל, טניס",26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",3,4,קבוצות וואטסאפ של השכונה/החבר'ה,,4,"כנראה שלא, אני שומר את הנתונים לעצמי",שורה סטטיסטית מלאה שלי בתצוגה מקצועית ומעוצבת כמו בליגות מקצועניות,הייתי משתמש רק אם זה בחינם,3,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 01:33:58,כדורסל,19-25,זכר,חיפה והצפון,3 פעמים בשבוע או יותר,5,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,תלוי כמה העיצוב יהיה מרשים,דירוג והשוואה לרמה שלי (מקצועני/ חצי מקצועני/חובבני ועוד…),הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,4,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 01:35:24,כדורסל,26-35,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק),"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",2,2,יורד למגרש ומצטרף לאנשים,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מעט,חשוב מאוד,לא חשוב
06/04/2026 01:53:42,כדורסל,26-35,זכר,תל אביב והמרכז,כמעט ולא משחק כרגע,1,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",2,3,יורד למגרש ומצטרף לאנשים,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מעט,לא חשוב,חשוב מעט
06/04/2026 02:21:34,כדורסל,26-35,זכר,אזור השרון,1-2 פעמים בשבוע,3,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",5,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,2,לא חשוב,חשוב מעט,חשוב מעט,חשוב מאוד
06/04/2026 02:29:33,כדורסל,36-45,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,4,זוכר בראש מי ניצח וכמה הבקעתי,"דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",צ׳אטבוט ייעודי שיודע לשלוף ולעדכן כל מידע רלוונטי,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,לא חשוב,חשוב מעט
06/04/2026 03:50:31,כדורסל,26-35,זכר,תל אביב והמרכז,פעם בכמה שבועות,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,"כנראה שלא, אני שומר את הנתונים לעצמי",סטטיסטיקה אישית,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 03:51:29,כדורסל,36-45,זכר,תל אביב והמרכז,כמעט ולא משחק כרגע,3,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,4,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
06/04/2026 03:53:04,"כדורגל, כדורסל",19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,3,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), שום דבר, אני נהנה גם ככה",3,3,יורד למגרש ומצטרף לאנשים,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",2,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מעט,חשוב מעט,חשוב מעט
06/04/2026 03:54:15,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",5,5,קבוצות פייסבוק,,4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,5,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מאוד
06/04/2026 04:51:46,כדורסל,19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,תלוי כמה העיצוב יהיה מרשים,,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),4,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 05:08:20,כדורסל,19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,3,כלום,הכרה והערכה על ביצועים טובים,5,4,קבוצות וואטסאפ של השכונה/החבר'ה,האם האורות דולקים עכשיו?,2,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",אחוזי קליעה,הייתי משתמש רק אם זה בחינם,3,חשוב מאוד,חשוב מאוד,לא חשוב,חשוב מעט
06/04/2026 07:48:22,כדורסל,46+,זכר,חיפה והצפון,כמעט ולא משחק כרגע,5,כלום,"הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",אין,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מעט,לא חשוב,חשוב מעט
06/04/2026 08:04:20,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים)",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",4,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,3,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 08:32:43,כדורסל,26-35,זכר,תל אביב והמרכז,פעם בכמה שבועות,2,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 08:38:21,"כדורסל, טניס",26-35,זכר,אזור השרון,3 פעמים בשבוע או יותר,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), כלום","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,4,יורד למגרש ומצטרף לאנשים,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,אין לי רשתות חברתיות / לא מעלה כלום,סטטיסטיקות + סרטוני וידאו של המשחק לצפייה לצורך שיפור טכניקה ותיקון טעויות  ,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,3,לא חשוב,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 09:09:21,כדורסל,36-45,זכר,חיפה והצפון,פעם בכמה שבועות,1,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",3,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,תלוי כמה העיצוב יהיה מרשים,,לא הייתי משתמש / לא מעניין אותי,3,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
06/04/2026 09:18:06,כדורסל,19-25,נקבה,ירושלים והסביבה,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",3,"כנראה שלא, אני שומר את הנתונים לעצמי","שזה יהיה פשוט לתפעול גם לאנשים חובבים, שהנתונים יהיו גם ברורים להבנה",מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),2,חשוב מאוד,חשוב מאוד,חשוב מעט,חשוב מעט
06/04/2026 10:08:45,כדורסל,26-35,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,4,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), שום דבר, אני נהנה גם ככה",2,1,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",מציג סטטיסטיקות של המשחק בשכונה ועוזר לקבוע ולתאם משחקים בשכונה,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 10:46:47,כדורסל,46+,זכר,חיפה והצפון,1-2 פעמים בשבוע,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",5,"כנראה שלא, אני שומר את הנתונים לעצמי",,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 10:59:25,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,3,קבוצות וואטסאפ של השכונה/החבר'ה,האם האורות דולקים עכשיו?,5,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מעט,חשוב מעט,לא חשוב
06/04/2026 11:27:22,פאדל,19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",נתוני משחק ביחס לעצמי ולאחרים,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 11:31:29,"כדורסל, טניס",19-25,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,4,כלום,הכרה והערכה על ביצועים טובים,5,3,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",היילייטס שלי מהספורט האחרון,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מעט,חשוב מעט,חשוב מאוד,חשוב מעט
06/04/2026 11:39:31,כדורסל,19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,1,זוכר בראש מי ניצח וכמה הבקעתי,"שום דבר, אני נהנה גם ככה",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מעט,חשוב מעט,חשוב מעט
06/04/2026 12:06:25,כדורסל,26-35,זכר,ירושלים והסביבה,פעם בכמה שבועות,3,זוכר בראש מי ניצח וכמה הבקעתי,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),2,4,קבוצות וואטסאפ של השכונה/החבר'ה,שעות פעילות מדויקות,3,אין לי רשתות חברתיות / לא מעלה כלום,סטטיסטיקות של אסיסטים ,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,4,חשוב מעט,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 12:30:13,"כדורגל, כדורסל, טניס",19-25,זכר,באר שבע והדרום,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",3,תלוי כמה העיצוב יהיה מרשים,תכנית שיפור. מה אני צריך לשפר איפה בדיוק הנפילות שלי במשחק באיזה שלב הייתה לי נפילה רמה מתי הייתי בפיק,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,לא חשוב,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 12:34:16,כדורסל,19-25,זכר,אזור השרון,1-2 פעמים בשבוע,4,כלום,"הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,לא חשוב,חשוב מאוד,חשוב מאוד,חשוב מאוד
06/04/2026 13:16:38,כדורסל,26-35,זכר,תל אביב והמרכז,כמעט ולא משחק כרגע,4,כלום,"תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מעט,חשוב מאוד,לא חשוב
06/04/2026 13:17:40,כדורסל,46+,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,1,כלום,"שום דבר, אני נהנה גם ככה",1,1,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",2,אין לי רשתות חברתיות / לא מעלה כלום,אין,לא הייתי משתמש / לא מעניין אותי,1,לא חשוב,חשוב מעט,לא חשוב,לא חשוב
06/04/2026 13:22:16,"כדורגל, כדורסל, טניס",19-25,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,1,כלום,"שום דבר, אני נהנה גם ככה",3,2,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",1,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מעט,חשוב מאוד,לא חשוב
06/04/2026 13:33:34,כדורגל,19-25,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,4,קבוצות וואטסאפ של השכונה/החבר'ה,,2,תלוי כמה העיצוב יהיה מרשים,,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 13:37:41,כדורסל,19-25,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מעט,חשוב מאוד,לא חשוב
